REF_AREA,Origin,Destination,TIME_PERIOD,Percentage_of_students
EST,Estonia,Liechtenstein,2022,0
EST,Estonia,Marshall Islands,2022,0
EST,Estonia,Croatia,2022,0.098775188
EST,Estonia,Austria,2022,0.177795338
EST,Estonia,Djibouti,2022,0
EST,Estonia,Kenya,2022,0.1580403
EST,Estonia,Iceland,2022,0.059265113
EST,Estonia,Holy See,2022,0
EST,Estonia,Germany,2022,1.797708416
EST,Estonia,Luxembourg,2022,0
EST,Estonia,China,2022,2.489134729
EST,Estonia,Netherlands,2022,0.533386013
EST,Estonia,Korea,2022,0.414855788
EST,Estonia,Benin,2022,0
EST,Estonia,Cayman Islands,2022,0.019755038
EST,Estonia,Belize,2022,0
EST,Estonia,Antigua and Barbuda,2022,0.019755038
EST,Estonia,Belarus,2022,1.303832477
EST,Estonia,Bangladesh,2022,2.824970367
EST,Estonia,Barbados,2022,0
EST,Estonia,Turkmenistan,2022,0.019755038
EST,Estonia,Madagascar,2022,0
EST,Estonia,Ecuador,2022,0.23706045
EST,Estonia,Brazil,2022,1.165547215
EST,Estonia,British Virgin Islands,2022,0
EST,Estonia,Bulgaria,2022,0.07902015
EST,Estonia,Brunei Darussalam,2022,0
EST,Estonia,Norway,2022,0.07902015
EST,Estonia,Slovak Republic,2022,0.059265113
EST,Estonia,Slovenia,2022,0.039510075
EST,Estonia,Sweden,2022,0.296325563
EST,Estonia,Mozambique,2022,0
EST,Estonia,South Africa,2022,0.217305413
EST,Estonia,Hong Kong,2022,0.256815488
EST,Estonia,Nepal,2022,0.553141051
EST,Estonia,Syrian Arab Republic,2022,0.039510075
EST,Estonia,Niger,2022,0
EST,Estonia,Panama,2022,0.019755038
EST,Estonia,Philippines,2022,0.592651126
EST,Estonia,Peru,2022,0.177795338
EST,Estonia,Saint Kitts and Nevis,2022,0
EST,Estonia,Sao Tome and Principe,2022,0
EST,Estonia,Russia,2022,10.68747531
EST,Estonia,Nicaragua,2022,0.019755038
EST,Estonia,Sudan,2022,0.019755038
EST,Estonia,Aruba,2022,0
EST,Estonia,Qatar,2022,0.07902015
EST,Estonia,Montserrat,2022,0
EST,Estonia,Colombia,2022,0.474120901
EST,Estonia,Jamaica,2022,0.039510075
EST,Estonia,Nauru,2022,0
EST,Estonia,Algeria,2022,0.059265113
EST,Estonia,Afghanistan,2022,0.098775188
EST,Estonia,Portugal,2022,0.217305413
EST,Estonia,Libya,2022,0
EST,Estonia,Palestinian Authority or West Bank and Gaza Strip,2022,0.019755038
EST,Estonia,United Arab Emirates,2022,0.217305413
EST,Estonia,Israel,2022,0.059265113
EST,Estonia,Bosnia and Herzegovina,2022,0.039510075
EST,Estonia,Cook Islands,2022,0
EST,Estonia,Mali,2022,0.019755038
EST,Estonia,Papua New Guinea,2022,0.019755038
EST,Estonia,Bahrain,2022,0
EST,Estonia,Armenia,2022,0.375345713
EST,Estonia,Macau,2022,0
EST,Estonia,Georgia,2022,2.054523904
EST,Estonia,Saint Lucia,2022,0
EST,Estonia,Cambodia,2022,0.059265113
EST,Estonia,Spain,2022,1.126037139
EST,Estonia,Latvia,2022,2.785460292
EST,Estonia,Singapore,2022,0.118530225
EST,Estonia,Bermuda,2022,0
EST,Estonia,Mongolia,2022,0.059265113
EST,Estonia,Montenegro,2022,0
EST,Estonia,Kiribati,2022,0
EST,Estonia,San Marino,2022,0
EST,Estonia,Eritrea,2022,0
EST,Estonia,Canada,2022,0.454365863
EST,Estonia,Hungary,2022,0.395100751
EST,Estonia,Paraguay,2022,0.039510075
EST,Estonia,Pakistan,2022,3.575661794
EST,Estonia,Oman,2022,0
EST,Estonia,Haiti,2022,0
EST,Estonia,Poland,2022,0.276570525
EST,Estonia,Niue,2022,0
EST,Estonia,Kosovo,2022,0.118530225
EST,Estonia,Anguilla,2022,0
EST,Estonia,Andorra,2022,0
EST,Estonia,Iraq,2022,0.039510075
EST,Estonia,Bahamas,2022,0
EST,Estonia,Lithuania,2022,0.493875938
EST,Estonia,Gambia,2022,0
EST,Estonia,United Kingdom,2022,1.066772027
EST,Estonia,Malaysia,2022,0.118530225
EST,Estonia,Argentina,2022,0.019755038
EST,Estonia,Cameroon,2022,1.086527064
EST,Estonia,Uzbekistan,2022,0.23706045
EST,Estonia,Palau,2022,0
EST,Estonia,Kyrgyzstan,2022,0.098775188
EST,Estonia,Samoa,2022,0
EST,Estonia,Botswana,2022,0
EST,Estonia,Malawi,2022,0
EST,Estonia,Saudi Arabia,2022,0.098775188
EST,Estonia,Monaco,2022,0
EST,Estonia,Cuba,2022,0
EST,Estonia,Sint Maarten,2022,0
EST,Estonia,C�te d'Ivoire,2022,0
EST,Estonia,Tanzania,2022,0.059265113
EST,Estonia,Moldova,2022,0.118530225
EST,Estonia,Dominican Republic,2022,0.019755038
EST,Estonia,Saint Vincent and the Grenadines,2022,0
EST,Estonia,Viet Nam,2022,0.493875938
EST,Estonia,France,2022,0.869221652
EST,Estonia,Guinea,2022,0.019755038
EST,Estonia,South Sudan,2022,0
EST,Estonia,Suriname,2022,0
EST,Estonia,Turks and Caicos Islands,2022,0
EST,Estonia,Togo,2022,0.019755038
EST,Estonia,Trinidad and Tobago,2022,0
FIN,Finland,Bhutan,2022,0.007469934
FIN,Finland,Africa,2022,9.214162994
FIN,Finland,Cabo Verde,2022,0.003734967
FIN,Finland,Chad,2022,0
FIN,Finland,Grenada,2022,0
FIN,Finland,Korea,2022,0
FIN,Finland,Iran,2022,3.264360947
FIN,Finland,Holy See,2022,0
FIN,Finland,Tajikistan,2022,0.014939867
FIN,Finland,Lao People’s Democratic Republic,2022,0.007469934
FIN,Finland,Mauritius,2022,0.007469934
FIN,Finland,Montserrat,2022,0
FIN,Finland,Somalia,2022,0.11578397
FIN,Finland,Lesotho,2022,0.003734967
FIN,Finland,Cayman Islands,2022,0
FIN,Finland,Bermuda,2022,0
FIN,Finland,Luxembourg,2022,0.052289535
FIN,Finland,Cyprus,2022,0.156868604
FIN,Finland,Croatia,2022,0.156868604
FIN,Finland,Austria,2022,0.366026742
FIN,Finland,Marshall Islands,2022,0
EST,Estonia,Vanuatu,2022,0
EST,Estonia,Gibraltar,2022,0
EST,Estonia,Albania,2022,0.098775188
FIN,Finland,Liechtenstein,2022,0.003734967
FIN,Finland,Korea,2022,0.575184881
FIN,Finland,Germany,2022,3.167251811
FIN,Finland,Central African Republic,2022,0
FIN,Finland,Iceland,2022,0.171808471
FIN,Finland,Netherlands,2022,0.840367521
FIN,Finland,Norway,2022,0.366026742
FIN,Finland,Belarus,2022,0.12698887
FIN,Finland,Brazil,2022,0.859042355
FIN,Finland,Benin,2022,0.007469934
FIN,Finland,Belize,2022,0
FIN,Finland,Madagascar,2022,0.007469934
FIN,Finland,Switzerland,2022,0.310002241
FIN,Finland,Turkey,2022,1.21012923
FIN,Finland,Bulgaria,2022,0.268917607
FIN,Finland,Nigeria,2022,2.465078061
FIN,Finland,Turkmenistan,2022,0.0112049
FIN,Finland,Brunei Darussalam,2022,0
FIN,Finland,United Kingdom,2022,1.550011205
FIN,Finland,Slovak Republic,2022,0.388436543
FIN,Finland,British Virgin Islands,2022,0.003734967
FIN,Finland,Equatorial Guinea,2022,0
FIN,Finland,Namibia,2022,0.070964368
FIN,Finland,Ireland,2022,0.351086875
FIN,Finland,Libya,2022,0.048554568
FIN,Finland,Saudi Arabia,2022,0.026144767
FIN,Finland,Guatemala,2022,0.029879734
FIN,Finland,Indonesia,2022,0.384701576
FIN,Finland,Mauritania,2022,0
FIN,Finland,India,2022,4.433405543
FIN,Finland,Tuvalu,2022,0
FIN,Finland,Northern America,2022,3.268095914
FIN,Finland,Dominican Republic,2022,0.029879734
FIN,Finland,Japan,2022,0.556510047
FIN,Finland,Kazakhstan,2022,0.354821842
FIN,Finland,Bolivia,2022,0.044819601
FIN,Finland,China,2022,8.437289908
FIN,Finland,Honduras,2022,0.033614701
FIN,Finland,Denmark,2022,0.235302906
FIN,Finland,Oceania,2022,0.433256144
FIN,Finland,Azerbaijan,2022,0.156868604
FIN,Finland,Zambia,2022,0.100844102
FIN,Finland,Chile,2022,0.246507806
FIN,Finland,Burkina Faso,2022,0.003734967
FIN,Finland,Comoros,2022,0
FIN,Finland,Myanmar,2022,0.067229402
FIN,Finland,Australia,2022,0.362291776
FIN,Finland,Other countries unspecified,2022,9.994771047
FIN,Finland,Pakistan,2022,3.533278554
FIN,Finland,United Arab Emirates,2022,0.048554568
FIN,Finland,Democratic Republic of the Congo,2022,0.041084634
FIN,Finland,North Macedonia,2022,0.018674834
EST,Estonia,Micronesia,2022,0
EST,Estonia,Curaçao,2022,0
EST,Estonia,Guyana,2022,0.019755038
EST,Estonia,Latin America and the Caribbean,2022,3.220071118
EST,Estonia,Liberia,2022,0
EST,Estonia,Thailand,2022,0.217305413
EST,Estonia,Africa unspecified,2022,0
EST,Estonia,Latin America and the Caribbean unspecified,2022,0
EST,Estonia,Maldives,2022,0
EST,Estonia,United States,2022,2.765705255
EST,Estonia,Costa Rica,2022,0.098775188
EST,Estonia,Uruguay,2022,0
FIN,Finland,Mongolia,2022,0.022409801
FIN,Finland,San Marino,2022,0
FIN,Finland,Eritrea,2022,0.112049003
FIN,Finland,Armenia,2022,0.048554568
FIN,Finland,Bahrain,2022,0.0112049
FIN,Finland,Oman,2022,0.003734967
FIN,Finland,Nicaragua,2022,0.003734967
FIN,Finland,Palestinian Authority or West Bank and Gaza Strip,2022,0
FIN,Finland,Poland,2022,1.038320759
FIN,Finland,Kiribati,2022,0
FIN,Finland,Andorra,2022,0
FIN,Finland,Anguilla,2022,0
FIN,Finland,Bahamas,2022,0
FIN,Finland,Ecuador,2022,0.089639202
FIN,Finland,Slovenia,2022,0.145663704
FIN,Finland,Monaco,2022,0
FIN,Finland,Cameroon,2022,0.761933219
FIN,Finland,Kyrgyzstan,2022,0.033614701
EST,Estonia,Romania,2022,0.217305413
EST,Estonia,Puerto Rico,2022,0.019755038
EST,Estonia,Ukraine,2022,5.412880284
FIN,Finland,Malaysia,2022,0.112049003
FIN,Finland,Kosovo,2022,0
FIN,Finland,Iraq,2022,0.493015612
FIN,Finland,Antigua and Barbuda,2022,0
FIN,Finland,Cuba,2022,0.022409801
FIN,Finland,Bangladesh,2022,4.302681706
FIN,Finland,Palau,2022,0
FIN,Finland,Malawi,2022,0.033614701
FIN,Finland,Uzbekistan,2022,0.100844102
FIN,Finland,Estonia,2022,1.770374244
FIN,Finland,Viet Nam,2022,6.812579368
FIN,Finland,Guinea,2022,0.003734967
FIN,Finland,Samoa,2022,0
FIN,Finland,C�te d'Ivoire,2022,0.0112049
FIN,Finland,Moldova,2022,0.052289535
FIN,Finland,Senegal,2022,0.0112049
FIN,Finland,France,2022,1.841338612
FIN,Finland,Saint Vincent and the Grenadines,2022,0
FIN,Finland,Lithuania,2022,0.470605812
FIN,Finland,Suriname,2022,0
FIN,Finland,Sint Maarten,2022,0.003734967
FIN,Finland,Turks and Caicos Islands,2022,0
FIN,Finland,Togo,2022,0.014939867
FIN,Finland,Uganda,2022,0.156868604
FIN,Finland,Trinidad and Tobago,2022,0.037349668
FIN,Finland,Tanzania,2022,0.197953238
FIN,Finland,Seychelles,2022,0
FIN,Finland,South Sudan,2022,0.0112049
FIN,Finland,Gambia,2022,0.056024501
FIN,Finland,Europe unspecified,2022,0.014939867
FIN,Finland,Sao Tome and Principe,2022,0.003734967
FIN,Finland,Venezuela,2022,0.078434302
FIN,Finland,Sierra Leone,2022,0.022409801
FIN,Finland,Oceania unspecified,2022,0
FIN,Finland,Asia,2022,41.82789273
FIN,Finland,Sri Lanka,2022,0.892657055
FIN,Finland,Egypt,2022,0.810487787
FIN,Finland,Northern America unspecified,2022,0
FIN,Finland,Djibouti,2022,0
FIN,Finland,Fiji,2022,0
FIN,Finland,Eswatini,2022,0
FIN,Finland,Gabon,2022,0
FIN,Finland,Solomon Islands,2022,0.003734967
FIN,Finland,Zimbabwe,2022,0.145663704
FIN,Finland,World,2022,100
FIN,Finland,Ethiopia,2022,0.534100247
FIN,Finland,Europe,2022,32.32240233
FIN,Finland,Kuwait,2022,0.007469934
FIN,Finland,Burundi,2022,0.003734967
FIN,Finland,El Salvador,2022,0.029879734
FIN,Finland,Lebanon,2022,0.175543438
FIN,Finland,Asia unspecified,2022,0.022409801
FIN,Finland,Vanuatu,2022,0
FIN,Finland,Ghana,2022,0.952416523
FIN,Finland,Yemen,2022,0.104579069
FIN,Finland,New Zealand,2022,0.063494435
FIN,Finland,Guinea-Bissau,2022,0
FIN,Finland,Tokelau,2022,0
FIN,Finland,Gibraltar,2022,0
FIN,Finland,Dominica,2022,0.003734967
FIN,Finland,Timor-Leste,2022,0
FIN,Finland,Jordan,2022,0.12698887
FIN,Finland,Rwanda,2022,0.097109136
FIN,Finland,Tunisia,2022,0.097109136
FIN,Finland,Albania,2022,0.112049003
FIN,Finland,Morocco,2022,0.799282886
FIN,Finland,Greece,2022,0.776873086
FRA,France,Montserrat,2022,0
FRA,France,Holy See,2022,0
FRA,France,Honduras,2022,0.052001711
FRA,France,Namibia,2022,0.00303653
FRA,France,Oceania,2022,0.169136188
FRA,France,Tuvalu,2022,7.60E-05
FRA,France,Australia,2022,0.069081621
FRA,France,Kazakhstan,2022,0.163518722
FRA,France,Somalia,2022,0.006909358
FRA,France,Europe,2022,16.22604346
FRA,France,El Salvador,2022,0.073181392
FRA,France,Saudi Arabia,2022,0.205345894
FRA,France,Denmark,2022,0.059593035
FRA,France,Northern America,2022,1.563443508
FRA,France,China,2022,8.829055376
FIN,Finland,Malta,2022,0.048554568
FIN,Finland,Barbados,2022,0.003734967
FIN,Finland,Kenya,2022,0.971091357
FRA,France,Comoros,2022,0.638966253
FRA,France,Myanmar,2022,0.012905251
FRA,France,Tokelau,2022,0
FRA,France,Japan,2022,0.343281625
FRA,France,Bolivia,2022,0.133609017
FRA,France,United Arab Emirates,2022,0.08813539
FRA,France,Azerbaijan,2022,0.282323518
FRA,France,Libya,2022,0.068778082
FRA,France,North Macedonia,2022,0.040083104
FIN,Finland,Tonga,2022,0
FIN,Finland,Guyana,2022,0.003734967
FIN,Finland,Latin America and the Caribbean unspecified,2022,0
FIN,Finland,Italy,2022,1.942182715
FIN,Finland,Liberia,2022,0.003734967
FIN,Finland,Latin America and the Caribbean,2022,2.939418839
FIN,Finland,Sudan,2022,0.059759468
FIN,Finland,Serbia,2022,0.197953238
FIN,Finland,Mozambique,2022,0.026144767
FIN,Finland,Congo,2022,0.003734967
FIN,Finland,Czechia,2022,0.366026742
FIN,Finland,United States,2022,2.696646
FIN,Finland,Mexico,2022,0.739523418
FIN,Finland,Maldives,2022,0
FIN,Finland,South Africa,2022,0.160603571
FIN,Finland,Belgium,2022,0.496750579
FIN,Finland,Sweden,2022,2.095316352
FIN,Finland,Hong Kong,2022,0.041084634
FIN,Finland,Uruguay,2022,0.022409801
FIN,Finland,Nepal,2022,3.499663853
FIN,Finland,Micronesia,2022,0
FIN,Finland,Syrian Arab Republic,2022,0.257712706
FIN,Finland,Haiti,2022,0
FIN,Finland,Panama,2022,0.014939867
FIN,Finland,Philippines,2022,0.713378651
FIN,Finland,Qatar,2022,0
FIN,Finland,Saint Kitts and Nevis,2022,0
FIN,Finland,Russia,2022,7.615597221
FIN,Finland,Peru,2022,0.14939867
FIN,Finland,Africa unspecified,2022,0.018674834
FIN,Finland,Nauru,2022,0
FIN,Finland,Aruba,2022,0
FIN,Finland,Niue,2022,0
FIN,Finland,Jamaica,2022,0.018674834
FIN,Finland,Afghanistan,2022,0.246507806
FIN,Finland,Algeria,2022,0.227832972
FIN,Finland,Ukraine,2022,0.567714947
FIN,Finland,Portugal,2022,0.500485546
FIN,Finland,Romania,2022,0.65735415
FIN,Finland,Cambodia,2022,0.007469934
FIN,Finland,Israel,2022,0.156868604
FIN,Finland,Colombia,2022,0.310002241
FIN,Finland,Bosnia and Herzegovina,2022,0.067229402
FIN,Finland,Puerto Rico,2022,0
FIN,Finland,Niger,2022,0.003734967
FIN,Finland,Saint Lucia,2022,0
FIN,Finland,Mali,2022,0.007469934
FIN,Finland,Spain,2022,1.815193845
FIN,Finland,Cook Islands,2022,0
FIN,Finland,Singapore,2022,0.108314036
FIN,Finland,Papua New Guinea,2022,0.003734967
FIN,Finland,Canada,2022,0.571449914
FIN,Finland,Georgia,2022,0.052289535
FIN,Finland,Macau,2022,0
FIN,Finland,Hungary,2022,0.810487787
FIN,Finland,Thailand,2022,0.227832972
FIN,Finland,Paraguay,2022,0.014939867
FIN,Finland,Costa Rica,2022,0.052289535
FIN,Finland,Montenegro,2022,0.014939867
FIN,Finland,Latvia,2022,0.53036528
FRA,France,Togo,2022,1.237698525
FRA,France,Sierra Leone,2022,0.004631391
FRA,France,Nigeria,2022,0.262058439
FRA,France,Solomon Islands,2022,0.000759132
FRA,France,Finland,2022,0.066880821
FRA,France,Northern America unspecified,2022,0
FRA,France,Zimbabwe,2022,0.018674772
FRA,France,Uganda,2022,0.019889498
FRA,France,Asia,2022,22.16519133
FRA,France,Asia unspecified,2022,0
FRA,France,Oceania unspecified,2022,0
FRA,France,Venezuela,2022,0.248238016
FRA,France,Sri Lanka,2022,0.068578468
FIN,Finland,Botswana,2022,0.007469934
FIN,Finland,Argentina,2022,0.093374169
FIN,Finland,Angola,2022,0.0112049
FRA,France,Guatemala,2022,0.059972032
FRA,France,Gabon,2022,1.540860305
FRA,France,Ethiopia,2022,0.087909017
FRA,France,Europe unspecified,2022,0.365403845
FRA,France,World,2022,100
FRA,France,Djibouti,2022,0.241181728
FRA,France,Burundi,2022,0.360819406
FRA,France,Fiji,2022,0.001974428
FRA,France,Lebanon,2022,3.398568446
FRA,France,Gibraltar,2022,0
FRA,France,Albania,2022,0.218427682
FRA,France,Vanuatu,2022,0.002732991
FRA,France,Yemen,2022,0.077128539
FRA,France,Dominica,2022,0.016247028
FRA,France,Guinea-Bissau,2022,0.008276707
FRA,France,Mauritania,2022,0.323395543
FRA,France,Zambia,2022,0.009109589
FRA,France,Cabo Verde,2022,0.01868502
FRA,France,Tunisia,2022,3.821462719
FRA,France,Bhutan,2022,0.001138699
FRA,France,Rwanda,2022,0.122300335
FRA,France,Jordan,2022,0.05784612
FRA,France,Greece,2022,0.934721253
FRA,France,Serbia,2022,0.115242339
FRA,France,Morocco,2022,13.62998227
FRA,France,Uruguay,2022,0.029834246
FRA,France,Micronesia,2022,0
FRA,France,India,2022,1.996449122
FRA,France,Iran,2022,0.744864963
FRA,France,Malta,2022,0.007667352
FRA,France,Kuwait,2022,0.04213185
FRA,France,Lesotho,2022,0.001897831
FRA,France,Marshall Islands,2022,0.075154112
FRA,France,Tajikistan,2022,0.004023744
FRA,France,Lao People’s Democratic Republic,2022,0.021256278
FRA,France,Cayman Islands,2022,0
FRA,France,Cyprus,2022,0.059667924
FRA,France,Croatia,2022,0.048053425
FRA,France,Austria,2022,0.134064041
FRA,France,Liechtenstein,2022,0.001897831
FRA,France,Korea,2022,0.046155594
FRA,France,Madagascar,2022,1.188991032
FRA,France,Korea,2022,0.670164737
FRA,France,Mauritius,2022,0.446073168
FRA,France,Iceland,2022,0.008730023
FRA,France,Kenya,2022,0.068929567
FRA,France,Central African Republic,2022,0.179626791
FRA,France,Bermuda,2022,0
FRA,France,Germany,2022,1.534976611
FRA,France,Netherlands,2022,0.199131598
FRA,France,Luxembourg,2022,0.483266102
FRA,France,Norway,2022,0.111365526
FRA,France,Belarus,2022,0.070903995
FRA,France,Brazil,2022,1.285830824
FRA,France,Brunei Darussalam,2022,0.004554795
FRA,France,Belize,2022,0.00083516
FRA,France,Benin,2022,1.573848974
FRA,France,British Virgin Islands,2022,0
FRA,France,Turkey,2022,0.920279214
FRA,France,Slovak Republic,2022,0.073713012
FRA,France,Barbados,2022,0.002809018
FRA,France,Anguilla,2022,0
FRA,France,Switzerland,2022,0.433318832
FRA,France,Ecuador,2022,0.191075002
FRA,France,Andorra,2022,0.1166823
FRA,France,Angola,2022,0.133931345
FRA,France,Slovenia,2022,0.022394407
FRA,France,Other countries unspecified,2022,1.204546642
FRA,France,Ireland,2022,0.14977888
FRA,France,Indonesia,2022,0.314358565
FRA,France,Chile,2022,0.239963017
FRA,France,Niger,2022,0.366966785
FRA,France,Saint Lucia,2022,0.01343858
FRA,France,Nepal,2022,0.043954224
FRA,France,Philippines,2022,0.090876352
FRA,France,Panama,2022,0.024292238
FRA,France,Qatar,2022,0.053215298
FRA,France,Peru,2022,0.3334895
FRA,France,Nauru,2022,0
FRA,France,Russia,2022,1.019166615
FRA,France,Palestinian Authority or West Bank and Gaza Strip,2022,0.07242169
FRA,France,Democratic Republic of the Congo,2022,0.535391666
FRA,France,Timor-Leste,2022,0.000379566
FRA,France,Burkina Faso,2022,0.729152971
FRA,France,Aruba,2022,0
FRA,France,Algeria,2022,9.229193895
FRA,France,Jamaica,2022,0.016017808
FRA,France,Afghanistan,2022,0.105982973
FRA,France,Eritrea,2022,0.007212328
FRA,France,Romania,2022,0.848433857
FRA,France,Israel,2022,0.058681279
FRA,France,Colombia,2022,1.188656179
FRA,France,Bosnia and Herzegovina,2022,0.025436061
FRA,France,Cook Islands,2022,0
FRA,France,Puerto Rico,2022,0
FRA,France,Ukraine,2022,0.325751815
FRA,France,Portugal,2022,0.557960597
FRA,France,Mali,2022,0.858085885
FRA,France,Papua New Guinea,2022,0.001138699
FRA,France,Armenia,2022,0.116397549
FRA,France,Macau,2022,0
FRA,France,Bahrain,2022,0.026418151
FRA,France,Georgia,2022,0.110688114
FRA,France,Thailand,2022,0.12465319
FRA,France,Spain,2022,1.844024931
FRA,France,Cambodia,2022,0.159572713
FRA,France,Singapore,2022,0.075533678
FRA,France,San Marino,2022,0.000379566
FRA,France,Canada,2022,0.419348631
FRA,France,Montenegro,2022,0.011311529
FRA,France,Paraguay,2022,0.030213813
FRA,France,Pakistan,2022,0.182736501
FRA,France,Oman,2022,0.02588653
FRA,France,Hungary,2022,0.141276369
FRA,France,Latvia,2022,0.032795318
FRA,France,Niue,2022,0
FRA,France,Syrian Arab Republic,2022,0.531099417
FRA,France,Mongolia,2022,0.030596226
FRA,France,Poland,2022,0.366219609
FRA,France,Haiti,2022,0.915954209
FRA,France,Bulgaria,2022,0.23290616
FRA,France,Turkmenistan,2022,0.006832192
FRA,France,Cameroon,2022,2.245423192
FRA,France,Lithuania,2022,0.071282992
FRA,France,Botswana,2022,0.005693493
FRA,France,United Kingdom,2022,0.443655672
FRA,France,Sint Maarten,2022,0
FRA,France,Malaysia,2022,0.220680028
FRA,France,Iraq,2022,0.097328977
FRA,France,Kosovo,2022,0.03167427
FRA,France,Argentina,2022,0.236698406
FRA,France,Antigua and Barbuda,2022,0.002656964
FRA,France,Bangladesh,2022,0.080477718
FRA,France,Estonia,2022,0.029986301
FRA,France,Bahamas,2022,0.002125912
FRA,France,Palau,2022,0.000379566
FRA,France,Guinea,2022,1.137377428
FRA,France,Kyrgyzstan,2022,0.029910274
FRA,France,Viet Nam,2022,1.523739401
FRA,France,Uzbekistan,2022,0.041980366
FRA,France,Monaco,2022,0.061112439
FRA,France,Cuba,2022,0.054051027
FRA,France,Equatorial Guinea,2022,0.019055477
FRA,France,Malawi,2022,0.001138699
FRA,France,Tanzania,2022,0.017991667
FRA,France,Samoa,2022,0
FRA,France,C�te d'Ivoire,2022,2.975339281
FRA,France,Moldova,2022,0.105830919
FRA,France,Sao Tome and Principe,2022,0.004479337
FRA,France,Turks and Caicos Islands,2022,0
FRA,France,Dominican Republic,2022,0.046082983
FRA,France,Suriname,2022,0.004332407
FRA,France,Gambia,2022,0.003872828
FRA,France,Seychelles,2022,0.005845548
FRA,France,South Sudan,2022,0
FRA,France,Trinidad and Tobago,2022,0.010248288
FRA,France,Saint Vincent and the Grenadines,2022,0.000759132
FRA,France,Senegal,2022,4.709110625
DEU,Germany,Ecuador,2022,0.266436664
DEU,Germany,Central African Republic,2022,0.002230633
DEU,Germany,Somalia,2022,0.005700505
DEU,Germany,Cayman Islands,2022,0
DEU,Germany,Northern America,2022,2.319857834
DEU,Germany,Bermuda,2022,0
DEU,Germany,Korea,2022,0.041638474
FRA,France,Egypt,2022,0.827689842
FRA,France,Ghana,2022,0.129358901
FRA,France,Eswatini,2022,0.001518265
DEU,Germany,Liechtenstein,2022,0.013631643
DEU,Germany,Luxembourg,2022,1.412981786
DEU,Germany,Korea,2022,1.392906093
DEU,Germany,Malta,2022,0.012392403
DEU,Germany,Barbados,2022,0.001734936
DEU,Germany,Norway,2022,0.161844783
DEU,Germany,Iceland,2022,0.029989615
DEU,Germany,Netherlands,2022,0.556418893
DEU,Germany,Austria,2022,4.374766093
DEU,Germany,Bahamas,2022,0.000991392
DEU,Germany,Belarus,2022,0.290725773
DEU,Germany,Brazil,2022,1.191157773
DEU,Germany,Belize,2022,0.001487088
DEU,Germany,Benin,2022,0.034698728
DEU,Germany,Brunei Darussalam,2022,0.003717721
DEU,Germany,Slovak Republic,2022,0.190347309
DEU,Germany,Nigeria,2022,1.04467957
DEU,Germany,Madagascar,2022,0.025280502
DEU,Germany,United Kingdom,2022,1.369112679
DEU,Germany,Turkey,2022,3.551910537
DEU,Germany,Slovenia,2022,0.11624074
DEU,Germany,Anguilla,2022,0
DEU,Germany,Switzerland,2022,1.567886823
DEU,Germany,Japan,2022,0.45083562
DEU,Germany,Australia,2022,0.223558949
DEU,Germany,Kyrgyzstan,2022,0.1340858
DEU,Germany,Namibia,2022,0.074602266
DEU,Germany,Other countries unspecified,2022,7.142237523
DEU,Germany,Bolivia,2022,0.123676182
DEU,Germany,Denmark,2022,0.19282579
DEU,Germany,Oceania,2022,0.331125007
DEU,Germany,Mauritius,2022,0.110044538
DEU,Germany,Honduras,2022,0.039655689
DEU,Germany,El Salvador,2022,0.061962015
DEU,Germany,Tuvalu,2022,0
DEU,Germany,Montserrat,2022,0
DEU,Germany,Tokelau,2022,0
DEU,Germany,Iran,2022,2.892139003
DEU,Germany,Lao People’s Democratic Republic,2022,0.002726329
DEU,Germany,Ireland,2022,0.264206031
DEU,Germany,Kazakhstan,2022,0.344508802
DEU,Germany,China,2022,9.538680407
DEU,Germany,United Arab Emirates,2022,0.243634642
DEU,Germany,Chile,2022,0.409692842
DEU,Germany,Algeria,2022,0.129376687
DEU,Germany,Burkina Faso,2022,0.021562781
DEU,Germany,Comoros,2022,0.000495696
DEU,Germany,Myanmar,2022,0.039903538
DEU,Germany,Equatorial Guinea,2022,0.000743544
DEU,Germany,Mauritania,2022,0.027015438
DEU,Germany,Libya,2022,0.088481757
DEU,Germany,Democratic Republic of the Congo,2022,0.042382018
DEU,Germany,Zambia,2022,0.01660582
DEU,Germany,Chad,2022,0.002974177
FRA,France,Maldives,2022,0.003416096
FRA,France,New Zealand,2022,0.017460046
FRA,France,Tonga,2022,0.000379566
FRA,France,Mexico,2022,0.87308118
FRA,France,Africa,2022,52.47723294
FRA,France,Congo,2022,1.551161542
FRA,France,Grenada,2022,0.006452626
FRA,France,Curaçao,2022,0
FRA,France,United States,2022,1.144094877
FRA,France,Latin America and the Caribbean unspecified,2022,0
FRA,France,Liberia,2022,0.003264611
FRA,France,Czechia,2022,0.109923858
FRA,France,Guyana,2022,0.005088692
FRA,France,Italy,2022,3.687617915
FRA,France,Sudan,2022,0.086998969
FRA,France,Hong Kong,2022,0
FRA,France,Belgium,2022,0.937549629
FRA,France,Costa Rica,2022,0.069460618
FRA,France,Sweden,2022,0.145451028
FRA,France,Latin America and the Caribbean,2022,6.194405927
FRA,France,South Africa,2022,0.071739724
FRA,France,Mozambique,2022,0.027708334
FRA,France,Kiribati,2022,0
DEU,Germany,British Virgin Islands,2022,0
DEU,Germany,Iraq,2022,0.247600211
DEU,Germany,Andorra,2022,0.002230633
DEU,Germany,Argentina,2022,0.249582996
