REF_AREA,Origin,Destination,TIME_PERIOD,Percentage_of_students
KOR,Korea,Sint Maarten,2022,0
KOR,Korea,France,2022,0.246593121
KOR,Korea,South Sudan,2022,0.012167424
LVA,Latvia,Iran,2022,0.377166157
LVA,Latvia,Tajikistan,2022,0.203873598
LVA,Latvia,Holy See,2022,0
LVA,Latvia,Lao People’s Democratic Republic,2022,0
LVA,Latvia,Mauritius,2022,0
LVA,Latvia,Kuwait,2022,0.02038736
LVA,Latvia,Cyprus,2022,0.0509684
LVA,Latvia,Indonesia,2022,0.04077472
LVA,Latvia,Cayman Islands,2022,0
LVA,Latvia,Northern America,2022,1.20285423
LVA,Latvia,Bermuda,2022,0
LVA,Latvia,Marshall Islands,2022,0
LVA,Latvia,Lesotho,2022,0
LVA,Latvia,Korea,2022,0
LVA,Latvia,Croatia,2022,0.0509684
LVA,Latvia,Luxembourg,2022,0.0509684
LVA,Latvia,Malta,2022,0.02038736
LVA,Latvia,Djibouti,2022,0
LVA,Latvia,Kenya,2022,0.02038736
LVA,Latvia,Liechtenstein,2022,0
LVA,Latvia,Korea,2022,0.081549439
LVA,Latvia,Iceland,2022,0.01019368
LVA,Latvia,Madagascar,2022,0
LVA,Latvia,Central African Republic,2022,0
LVA,Latvia,Netherlands,2022,0.621814475
LVA,Latvia,Belize,2022,0
KOR,Korea,Asia unspecified,2022,0.754380273
KOR,Korea,Yemen,2022,0.01541207
KOR,Korea,World,2022,100
LVA,Latvia,Brunei Darussalam,2022,0
LVA,Latvia,Belarus,2022,1.100917431
LVA,Latvia,Brazil,2022,0.132517839
LVA,Latvia,Barbados,2022,0
LVA,Latvia,British Virgin Islands,2022,0.01019368
LVA,Latvia,Benin,2022,0.01019368
LVA,Latvia,Turkmenistan,2022,0.0509684
LVA,Latvia,Nigeria,2022,0.193679918
LVA,Latvia,Turkey,2022,1.804281346
LVA,Latvia,Slovak Republic,2022,0.01019368
LVA,Latvia,Bulgaria,2022,0.04077472
LVA,Latvia,Ecuador,2022,0
LVA,Latvia,Other countries unspecified,2022,0.01019368
LVA,Latvia,Japan,2022,0.101936799
LVA,Latvia,Namibia,2022,0.01019368
LVA,Latvia,Ireland,2022,0.336391437
LVA,Latvia,Saudi Arabia,2022,0.0509684
LVA,Latvia,Cuba,2022,0
LVA,Latvia,Oceania,2022,0.122324159
LVA,Latvia,Tuvalu,2022,0
LVA,Latvia,Chile,2022,0
LVA,Latvia,Tokelau,2022,0
LVA,Latvia,Dominican Republic,2022,0
LVA,Latvia,Kazakhstan,2022,1.539245668
LVA,Latvia,Somalia,2022,0.01019368
LVA,Latvia,El Salvador,2022,0.01019368
LVA,Latvia,Denmark,2022,0.387359837
LVA,Latvia,China,2022,0.621814475
LVA,Latvia,Honduras,2022,0.01019368
LVA,Latvia,India,2022,17.34964322
LVA,Latvia,Europe,2022,48.23649337
LVA,Latvia,Azerbaijan,2022,1.712538226
LVA,Latvia,Colombia,2022,0.0509684
LVA,Latvia,Libya,2022,0.01019368
LVA,Latvia,Zambia,2022,0
LVA,Latvia,Comoros,2022,0
LVA,Latvia,Burkina Faso,2022,0.01019368
LVA,Latvia,Myanmar,2022,0.02038736
LVA,Latvia,Equatorial Guinea,2022,0
LVA,Latvia,Bolivia,2022,0.01019368
LVA,Latvia,Jordan,2022,0.03058104
LVA,Latvia,United Arab Emirates,2022,0.101936799
LVA,Latvia,Democratic Republic of the Congo,2022,0.01019368
LVA,Latvia,Belgium,2022,0.244648318
KOR,Korea,North Macedonia,2022,0
KOR,Korea,Mexico,2022,0.096528228
KOR,Korea,New Zealand,2022,0.036502271
KOR,Korea,Belgium,2022,0.018656716
KOR,Korea,Thailand,2022,0.356099935
KOR,Korea,Tonga,2022,0
KOR,Korea,Latin America and the Caribbean,2022,0.601881895
KOR,Korea,Czechia,2022,0.013789747
KOR,Korea,Liberia,2022,0.02027904
KOR,Korea,Latin America and the Caribbean unspecified,2022,0
KOR,Korea,Italy,2022,0.072193381
KOR,Korea,Guyana,2022,0.002433485
KOR,Korea,Uruguay,2022,0.005678131
KOR,Korea,Serbia,2022,0.009733939
KOR,Korea,Maldives,2022,0.004055808
LVA,Latvia,Pakistan,2022,2.344546381
LVA,Latvia,Mongolia,2022,0.02038736
LVA,Latvia,Niue,2022,0
LVA,Latvia,Kiribati,2022,0
LVA,Latvia,Switzerland,2022,0.203873598
LVA,Latvia,Andorra,2022,0
LVA,Latvia,Angola,2022,0.01019368
LVA,Latvia,Anguilla,2022,0
LVA,Latvia,Argentina,2022,0
LVA,Latvia,Bahamas,2022,0
LVA,Latvia,Cameroon,2022,2.171253823
LVA,Latvia,Turks and Caicos Islands,2022,0
LVA,Latvia,Gambia,2022,0
LVA,Latvia,Slovenia,2022,0.01019368
LVA,Latvia,United Kingdom,2022,1.457696228
LVA,Latvia,Antigua and Barbuda,2022,0
LVA,Latvia,Botswana,2022,0
LVA,Latvia,Malaysia,2022,0.01019368
LVA,Latvia,Kosovo,2022,0.01019368
LVA,Latvia,Bangladesh,2022,0.163098879
LVA,Latvia,Palau,2022,0
LVA,Latvia,Guinea,2022,0.224260958
LVA,Latvia,Kyrgyzstan,2022,0.152905199
KOR,Korea,Poland,2022,0.03569111
KOR,Korea,Portugal,2022,0.011356262
KOR,Korea,Bosnia and Herzegovina,2022,0.002433485
LVA,Latvia,Estonia,2022,0.846075433
LVA,Latvia,Uzbekistan,2022,14.24057085
LVA,Latvia,Monaco,2022,0
LVA,Latvia,Australia,2022,0.071355759
LVA,Latvia,Viet Nam,2022,0.122324159
LVA,Latvia,Moldova,2022,0.142711519
LVA,Latvia,Samoa,2022,0
LVA,Latvia,Sri Lanka,2022,3.251783894
LVA,Latvia,Lithuania,2022,1.19266055
LVA,Latvia,South Sudan,2022,0
LVA,Latvia,France,2022,0.723751274
LVA,Latvia,Togo,2022,0
LVA,Latvia,Saint Vincent and the Grenadines,2022,0
LVA,Latvia,Tanzania,2022,0
LVA,Latvia,Suriname,2022,0
LVA,Latvia,Uganda,2022,0.02038736
LVA,Latvia,Sao Tome and Principe,2022,0
LVA,Latvia,Trinidad and Tobago,2022,0.01019368
LVA,Latvia,Senegal,2022,0
LVA,Latvia,Seychelles,2022,0
LVA,Latvia,Sint Maarten,2022,0
LVA,Latvia,Sierra Leone,2022,0.02038736
LVA,Latvia,Solomon Islands,2022,0
LVA,Latvia,Europe unspecified,2022,0
LVA,Latvia,Finland,2022,4.587155963
LVA,Latvia,Northern America unspecified,2022,0
LVA,Latvia,Venezuela,2022,0
LVA,Latvia,Asia,2022,46.37104995
LVA,Latvia,Yemen,2022,0
LVA,Latvia,World,2022,100
LVA,Latvia,Asia unspecified,2022,0.163098879
LVA,Latvia,Oceania unspecified,2022,0
LVA,Latvia,Egypt,2022,0.448521916
LVA,Latvia,Eswatini,2022,0.01019368
LVA,Latvia,Ethiopia,2022,0.01019368
LVA,Latvia,Ghana,2022,0.234454638
LVA,Latvia,Gabon,2022,0
LVA,Latvia,Fiji,2022,0
LVA,Latvia,Guatemala,2022,0.01019368
LVA,Latvia,Zimbabwe,2022,0.01019368
LVA,Latvia,Burundi,2022,0
LVA,Latvia,Guinea-Bissau,2022,0
LVA,Latvia,Tunisia,2022,0.01019368
LVA,Latvia,Vanuatu,2022,0
LVA,Latvia,Gibraltar,2022,0
LVA,Latvia,Albania,2022,0.0509684
LVA,Latvia,Lebanon,2022,0.0509684
LVA,Latvia,Dominica,2022,0
LVA,Latvia,Rwanda,2022,0.01019368
LVA,Latvia,Timor-Leste,2022,0
LVA,Latvia,Cabo Verde,2022,0
LVA,Latvia,Mauritania,2022,0
LVA,Latvia,Africa,2022,3.69011213
LVA,Latvia,Greece,2022,0.04077472
LVA,Latvia,Morocco,2022,0.091743119
LVA,Latvia,Chad,2022,0
LVA,Latvia,Serbia,2022,0.04077472
LVA,Latvia,New Zealand,2022,0.0509684
LVA,Latvia,Bhutan,2022,0
LVA,Latvia,Curaçao,2022,0
LVA,Latvia,Maldives,2022,0
LVA,Latvia,Mexico,2022,0.091743119
LVA,Latvia,Guyana,2022,0
LTU,Lithuania,Holy See,2022,0.021908205
LTU,Lithuania,Ireland,2022,0.56961332
LTU,Lithuania,Iran,2022,1.095410231
LTU,Lithuania,Kazakhstan,2022,2.201774565
LTU,Lithuania,Somalia,2022,0.032862307
LTU,Lithuania,Bolivia,2022,0
LTU,Lithuania,China,2022,2.070325337
LTU,Lithuania,Honduras,2022,0.098586921
LTU,Lithuania,Denmark,2022,0.339577172
LTU,Lithuania,Djibouti,2022,0
LTU,Lithuania,Korea,2022,0
LTU,Lithuania,Burundi,2022,0.010954102
LTU,Lithuania,Croatia,2022,0.054770512
LTU,Lithuania,Indonesia,2022,0.065724614
LTU,Lithuania,United Arab Emirates,2022,0.580567422
LTU,Lithuania,Timor-Leste,2022,0
LTU,Lithuania,Zambia,2022,0.032862307
LTU,Lithuania,Chile,2022,0.032862307
LTU,Lithuania,Comoros,2022,0
LTU,Lithuania,Myanmar,2022,0
LVA,Latvia,Austria,2022,0.377166157
LVA,Latvia,Germany,2022,10.2038736
LVA,Latvia,Norway,2022,1.906218145
LTU,Lithuania,Azerbaijan,2022,2.245590974
LTU,Lithuania,Libya,2022,0.043816409
LTU,Lithuania,Democratic Republic of the Congo,2022,0.087632818
LTU,Lithuania,Mexico,2022,0.109541023
LVA,Latvia,Grenada,2022,0
LVA,Latvia,Congo,2022,0
LVA,Latvia,Latin America and the Caribbean,2022,0.366972477
LVA,Latvia,Bosnia and Herzegovina,2022,0.01019368
LVA,Latvia,Thailand,2022,0.02038736
LVA,Latvia,Italy,2022,1.539245668
LVA,Latvia,Liberia,2022,0
LVA,Latvia,Latin America and the Caribbean unspecified,2022,0
LVA,Latvia,Tonga,2022,0
LVA,Latvia,United States,2022,0.886850153
LVA,Latvia,Czechia,2022,0.03058104
LVA,Latvia,Sweden,2022,6.666666667
LVA,Latvia,Hong Kong,2022,0
LVA,Latvia,South Africa,2022,0.081549439
LVA,Latvia,Micronesia,2022,0
LVA,Latvia,Uruguay,2022,0
LVA,Latvia,Nepal,2022,0.336391437
LVA,Latvia,Costa Rica,2022,0
LVA,Latvia,Mozambique,2022,0
LVA,Latvia,Saint Lucia,2022,0
LVA,Latvia,Peru,2022,0.02038736
LVA,Latvia,Syrian Arab Republic,2022,0.0509684
LVA,Latvia,Panama,2022,0
LVA,Latvia,Philippines,2022,0.02038736
LVA,Latvia,Niger,2022,0
LVA,Latvia,Russia,2022,4.862385321
LVA,Latvia,Qatar,2022,0.01019368
LVA,Latvia,Nauru,2022,0
LVA,Latvia,Sudan,2022,0
LVA,Latvia,Algeria,2022,0.02038736
LVA,Latvia,Saint Kitts and Nevis,2022,0
LVA,Latvia,Aruba,2022,0
LVA,Latvia,Africa unspecified,2022,0
LVA,Latvia,Montserrat,2022,0
LVA,Latvia,Eritrea,2022,0
LVA,Latvia,Israel,2022,0.693170234
LVA,Latvia,Jamaica,2022,0.01019368
LVA,Latvia,Afghanistan,2022,0.04077472
LVA,Latvia,Romania,2022,0.04077472
LVA,Latvia,Macau,2022,0
LVA,Latvia,Cook Islands,2022,0
LVA,Latvia,Mali,2022,0.02038736
LVA,Latvia,Ukraine,2022,9.327217125
LVA,Latvia,Portugal,2022,0.652395515
LVA,Latvia,Cambodia,2022,0
LVA,Latvia,Singapore,2022,0
LVA,Latvia,Papua New Guinea,2022,0
LVA,Latvia,Georgia,2022,0.356778797
LVA,Latvia,Puerto Rico,2022,0
LVA,Latvia,Bahrain,2022,0.06116208
LVA,Latvia,Canada,2022,0.316004077
LVA,Latvia,Hungary,2022,0.06116208
LVA,Latvia,Montenegro,2022,0
LVA,Latvia,Armenia,2022,0.04077472
LVA,Latvia,Paraguay,2022,0
LVA,Latvia,Spain,2022,0.193679918
LVA,Latvia,Poland,2022,0.163098879
LVA,Latvia,San Marino,2022,0
LVA,Latvia,Oman,2022,0
LVA,Latvia,Nicaragua,2022,0
LVA,Latvia,Palestinian Authority or West Bank and Gaza Strip,2022,0
LVA,Latvia,Haiti,2022,0
LTU,Lithuania,Europe unspecified,2022,0
LTU,Lithuania,Yemen,2022,0.021908205
LTU,Lithuania,Venezuela,2022,0.032862307
LTU,Lithuania,Finland,2022,0.71201665
LTU,Lithuania,Northern America unspecified,2022,0
LTU,Lithuania,Oceania unspecified,2022,0
LTU,Lithuania,Asia unspecified,2022,0
LTU,Lithuania,Sri Lanka,2022,0.109541023
LTU,Lithuania,Asia,2022,32.80753642
LTU,Lithuania,Eswatini,2022,0
LTU,Lithuania,Solomon Islands,2022,0
LTU,Lithuania,Ghana,2022,0.679154343
LTU,Lithuania,Kuwait,2022,0.054770512
LTU,Lithuania,Gabon,2022,0
LTU,Lithuania,El Salvador,2022,0.032862307
LTU,Lithuania,Fiji,2022,0
LTU,Lithuania,Zimbabwe,2022,0.131449228
LVA,Latvia,C�te d'Ivoire,2022,0.02038736
LVA,Latvia,Iraq,2022,0.06116208
LVA,Latvia,Malawi,2022,0
LTU,Lithuania,Dominica,2022,0
LTU,Lithuania,Gibraltar,2022,0
LTU,Lithuania,Lebanon,2022,1.303538175
LTU,Lithuania,World,2022,100
LTU,Lithuania,Guinea-Bissau,2022,0
LTU,Lithuania,Albania,2022,0.361485376
LTU,Lithuania,Namibia,2022,0.043816409
LTU,Lithuania,Uzbekistan,2022,0.42720999
LTU,Lithuania,Rwanda,2022,0.087632818
LTU,Lithuania,Tunisia,2022,0.065724614
LTU,Lithuania,Greece,2022,0.120495125
LTU,Lithuania,Bhutan,2022,0
LTU,Lithuania,Jordan,2022,0.098586921
LTU,Lithuania,Serbia,2022,0.076678716
LTU,Lithuania,Cabo Verde,2022,0
LTU,Lithuania,North Macedonia,2022,0.043816409
LTU,Lithuania,Morocco,2022,0.405301786
LTU,Lithuania,New Zealand,2022,0.065724614
LTU,Lithuania,Belgium,2022,0.28480666
LTU,Lithuania,Africa,2022,12.20286997
LTU,Lithuania,Thailand,2022,0.043816409
LTU,Lithuania,Maldives,2022,0.021908205
LTU,Lithuania,India,2022,8.10603571
LTU,Lithuania,Northern America,2022,2.256545076
LTU,Lithuania,Lesotho,2022,0
LTU,Lithuania,Tajikistan,2022,0.197173842
LTU,Lithuania,Europe,2022,51.29806112
LTU,Lithuania,Austria,2022,0.120495125
LTU,Lithuania,Cyprus,2022,0.306714865
LTU,Lithuania,Lao People’s Democratic Republic,2022,0
LTU,Lithuania,Egypt,2022,0.766787162
LTU,Lithuania,Bermuda,2022,0
LTU,Lithuania,Germany,2022,6.123343192
LTU,Lithuania,Kenya,2022,0.120495125
LTU,Lithuania,Marshall Islands,2022,0
LTU,Lithuania,Malta,2022,0.032862307
LTU,Lithuania,Madagascar,2022,0.010954102
LTU,Lithuania,Liechtenstein,2022,0.010954102
LTU,Lithuania,Korea,2022,0.109541023
LTU,Lithuania,Montserrat,2022,0
LTU,Lithuania,Mauritius,2022,0.032862307
LTU,Lithuania,Luxembourg,2022,0.087632818
LTU,Lithuania,Central African Republic,2022,0
LTU,Lithuania,Cayman Islands,2022,0.010954102
LTU,Lithuania,Iceland,2022,0.065724614
LTU,Lithuania,Netherlands,2022,0.481980502
LTU,Lithuania,Benin,2022,0
LTU,Lithuania,Belarus,2022,12.73962099
LTU,Lithuania,Norway,2022,0.690108446
LTU,Lithuania,Bangladesh,2022,0.405301786
LTU,Lithuania,Turkmenistan,2022,0.065724614
LTU,Lithuania,Bulgaria,2022,0.021908205
LTU,Lithuania,Barbados,2022,0
LTU,Lithuania,Belize,2022,0
LTU,Lithuania,Brazil,2022,0.153357432
LTU,Lithuania,Slovak Republic,2022,0.032862307
LTU,Lithuania,Nigeria,2022,5.718041407
LTU,Lithuania,Brunei Darussalam,2022,0.010954102
LTU,Lithuania,Slovenia,2022,0.021908205
LTU,Lithuania,British Virgin Islands,2022,0
LTU,Lithuania,Anguilla,2022,0.164311535
LTU,Lithuania,United Kingdom,2022,4.239237594
LTU,Lithuania,Switzerland,2022,0.065724614
LTU,Lithuania,Japan,2022,0.208127944
LTU,Lithuania,Tuvalu,2022,0
LTU,Lithuania,Equatorial Guinea,2022,0
LTU,Lithuania,Oceania,2022,0.273852558
LTU,Lithuania,Burkina Faso,2022,0
LTU,Lithuania,Haiti,2022,0
LTU,Lithuania,Niger,2022,0
LTU,Lithuania,Panama,2022,0.021908205
LTU,Lithuania,Saint Lucia,2022,0
LTU,Lithuania,Peru,2022,0.032862307
LTU,Lithuania,Russia,2022,3.472450433
LTU,Lithuania,Qatar,2022,0.065724614
LTU,Lithuania,Philippines,2022,0.109541023
LTU,Lithuania,Saint Kitts and Nevis,2022,0
LTU,Lithuania,Africa unspecified,2022,0
LTU,Lithuania,Aruba,2022,0
LTU,Lithuania,Nauru,2022,0
LTU,Lithuania,Eritrea,2022,0.032862307
LTU,Lithuania,Afghanistan,2022,0.208127944
LTU,Lithuania,Tokelau,2022,0
LTU,Lithuania,Mauritania,2022,0
LTU,Lithuania,Other countries unspecified,2022,0
LTU,Lithuania,Sudan,2022,0.021908205
LTU,Lithuania,Romania,2022,0.098586921
LTU,Lithuania,Ukraine,2022,8.084127506
LTU,Lithuania,Portugal,2022,1.007777413
LTU,Lithuania,Bosnia and Herzegovina,2022,0.010954102
LTU,Lithuania,Cook Islands,2022,0
LTU,Lithuania,Macau,2022,0
LTU,Lithuania,Singapore,2022,0.021908205
LTU,Lithuania,Mali,2022,0
LTU,Lithuania,Cambodia,2022,0.010954102
LTU,Lithuania,Israel,2022,5.181290393
LTU,Lithuania,Bahrain,2022,0.043816409
LTU,Lithuania,Armenia,2022,0.56961332
LTU,Lithuania,Hungary,2022,0.065724614
LTU,Lithuania,Georgia,2022,1.489757914
LTU,Lithuania,Puerto Rico,2022,0
LTU,Lithuania,Papua New Guinea,2022,0
LTU,Lithuania,Canada,2022,0.361485376
LTU,Lithuania,Latvia,2022,1.445941505
LTU,Lithuania,San Marino,2022,0
LTU,Lithuania,Kiribati,2022,0
LTU,Lithuania,Paraguay,2022,0
LTU,Lithuania,Spain,2022,0.799649469
LTU,Lithuania,Mongolia,2022,0.021908205
LTU,Lithuania,Montenegro,2022,0
LTU,Lithuania,Oman,2022,0.065724614
LTU,Lithuania,Palestinian Authority or West Bank and Gaza Strip,2022,0.043816409
LTU,Lithuania,Poland,2022,0.89823639
LTU,Lithuania,Pakistan,2022,1.336400482
LTU,Lithuania,Nicaragua,2022,0.010954102
LTU,Lithuania,Niue,2022,0
LTU,Lithuania,Turkey,2022,2.234636872
LTU,Lithuania,Andorra,2022,0
LTU,Lithuania,Angola,2022,0.021908205
LTU,Lithuania,Kosovo,2022,0.56961332
LTU,Lithuania,Argentina,2022,0.065724614
LTU,Lithuania,Ecuador,2022,0.175265637
LTU,Lithuania,Cameroon,2022,3.253368386
LTU,Lithuania,Bahamas,2022,0
LTU,Lithuania,Monaco,2022,0
LTU,Lithuania,Gambia,2022,0
LTU,Lithuania,Botswana,2022,0.010954102
LTU,Lithuania,Malaysia,2022,0.131449228
LTU,Lithuania,Antigua and Barbuda,2022,0
LTU,Lithuania,Cuba,2022,0
LTU,Lithuania,Iraq,2022,0.580567422
LTU,Lithuania,Palau,2022,0
LTU,Lithuania,Kyrgyzstan,2022,0.251944353
LTU,Lithuania,Viet Nam,2022,0.043816409
LTU,Lithuania,Saudi Arabia,2022,0.262898455
LTU,Lithuania,Guinea,2022,0.010954102
LTU,Lithuania,C�te d'Ivoire,2022,0.010954102
LTU,Lithuania,Estonia,2022,0.273852558
LTU,Lithuania,Australia,2022,0.208127944
LTU,Lithuania,Malawi,2022,0
LTU,Lithuania,Samoa,2022,0
LTU,Lithuania,Tanzania,2022,0.076678716
LTU,Lithuania,Sint Maarten,2022,0
LTU,Lithuania,Dominican Republic,2022,0.021908205
LTU,Lithuania,Turks and Caicos Islands,2022,0
LTU,Lithuania,France,2022,0.865374083
LTU,Lithuania,Moldova,2022,0.120495125
LTU,Lithuania,Saint Vincent and the Grenadines,2022,0
LTU,Lithuania,Suriname,2022,0
LTU,Lithuania,Togo,2022,0.010954102
LTU,Lithuania,Seychelles,2022,0
LTU,Lithuania,Uganda,2022,0.065724614
LTU,Lithuania,Trinidad and Tobago,2022,0
LTU,Lithuania,Sao Tome and Principe,2022,0
LTU,Lithuania,Senegal,2022,0
LTU,Lithuania,Sierra Leone,2022,0.010954102
LTU,Lithuania,South Sudan,2022,0
LUX,Luxembourg,Lao People’s Democratic Republic,2022,0
LUX,Luxembourg,Kuwait,2022,0
LUX,Luxembourg,Madagascar,2022,0.102419665
LUX,Luxembourg,Cayman Islands,2022,0
LUX,Luxembourg,Northern America,2022,1.229035975
LUX,Luxembourg,Cyprus,2022,0.128024581
LUX,Luxembourg,Croatia,2022,0.307258994
LUX,Luxembourg,Marshall Islands,2022,0
LUX,Luxembourg,Lesotho,2022,0
LUX,Luxembourg,Kenya,2022,0.102419665
LUX,Luxembourg,Mauritius,2022,0.281654078
LTU,Lithuania,Guatemala,2022,0
LTU,Lithuania,Ethiopia,2022,0.054770512
LTU,Lithuania,Vanuatu,2022,0
LUX,Luxembourg,Iceland,2022,0
LUX,Luxembourg,Germany,2022,12.95608757
LUX,Luxembourg,Central African Republic,2022,0
LUX,Luxembourg,Norway,2022,0.563308155
LUX,Luxembourg,Korea,2022,0.230444245
LUX,Luxembourg,Netherlands,2022,0.921776981
LUX,Luxembourg,Belarus,2022,0.230444245
LUX,Luxembourg,Austria,2022,0.512098323
LUX,Luxembourg,Brazil,2022,1.613109717
LUX,Luxembourg,Benin,2022,0.102419665
LUX,Luxembourg,Turkmenistan,2022,0.025604916
LUX,Luxembourg,Bermuda,2022,0
LUX,Luxembourg,Bulgaria,2022,0.768147484
LUX,Luxembourg,Brunei Darussalam,2022,0
LUX,Luxembourg,Belize,2022,0
LUX,Luxembourg,Switzerland,2022,0.33286391
LUX,Luxembourg,United Kingdom,2022,0.844962233
LUX,Luxembourg,Turkey,2022,0.99859173
LUX,Luxembourg,Andorra,2022,0
LUX,Luxembourg,Angola,2022,0
LUX,Luxembourg,Ecuador,2022,0.076814748
LUX,Luxembourg,British Virgin Islands,2022,0
LUX,Luxembourg,Japan,2022,0.128024581
LUX,Luxembourg,Myanmar,2022,0.025604916
LUX,Luxembourg,Namibia,2022,0
LUX,Luxembourg,Bolivia,2022,0.025604916
LUX,Luxembourg,Comoros,2022,0
LUX,Luxembourg,Denmark,2022,0.742542568
LUX,Luxembourg,Saudi Arabia,2022,0.102419665
LUX,Luxembourg,Burundi,2022,0.025604916
LUX,Luxembourg,Other countries unspecified,2022,0
LUX,Luxembourg,Chile,2022,0.230444245
LUX,Luxembourg,Indonesia,2022,0.153629497
LUX,Luxembourg,Ireland,2022,0.256049161
LUX,Luxembourg,Iran,2022,2.637306363
LUX,Luxembourg,India,2022,3.021380105
LUX,Luxembourg,Tajikistan,2022,0.051209832
LUX,Luxembourg,Kazakhstan,2022,0.179234413
LUX,Luxembourg,Somalia,2022,0
LUX,Luxembourg,China,2022,2.483676866
LUX,Luxembourg,Europe,2022,72.2442709
LUX,Luxembourg,Azerbaijan,2022,0.307258994
LUX,Luxembourg,Libya,2022,0.051209832
LUX,Luxembourg,Democratic Republic of the Congo,2022,0.102419665
LUX,Luxembourg,Zambia,2022,0
LUX,Luxembourg,Burkina Faso,2022,0.051209832
LUX,Luxembourg,Tuvalu,2022,0
LUX,Luxembourg,Australia,2022,0.102419665
LUX,Luxembourg,Tokelau,2022,0
LUX,Luxembourg,Equatorial Guinea,2022,0.025604916
LUX,Luxembourg,Pakistan,2022,0.66572782
LUX,Luxembourg,Nicaragua,2022,0.025604916
LUX,Luxembourg,United Arab Emirates,2022,0.076814748
LUX,Luxembourg,New Zealand,2022,0.076814748
LTU,Lithuania,Curaçao,2022,0
LTU,Lithuania,Chad,2022,0
LTU,Lithuania,Italy,2022,1.632161244
LTU,Lithuania,United States,2022,1.8950597
LTU,Lithuania,Latin America and the Caribbean unspecified,2022,0
LTU,Lithuania,Grenada,2022,0
LTU,Lithuania,Liberia,2022,0.043816409
LTU,Lithuania,Uruguay,2022,0.010954102
LTU,Lithuania,Czechia,2022,0.021908205
LTU,Lithuania,Congo,2022,0.021908205
LTU,Lithuania,Guyana,2022,0
LTU,Lithuania,Nepal,2022,0.186219739
LTU,Lithuania,Latin America and the Caribbean,2022,1.161134845
LTU,Lithuania,Sweden,2022,4.611677073
LTU,Lithuania,Micronesia,2022,0
LTU,Lithuania,South Africa,2022,0.164311535
LTU,Lithuania,Hong Kong,2022,0.098586921
LTU,Lithuania,Costa Rica,2022,0
LTU,Lithuania,Mozambique,2022,0.010954102
LTU,Lithuania,Syrian Arab Republic,2022,0.098586921
LUX,Luxembourg,Niue,2022,0
LUX,Luxembourg,Nigeria,2022,0.588913071
LUX,Luxembourg,Cameroon,2022,1.587504801
LUX,Luxembourg,Antigua and Barbuda,2022,0
LUX,Luxembourg,Bahamas,2022,0
LUX,Luxembourg,Slovenia,2022,0.076814748
LUX,Luxembourg,Argentina,2022,0.179234413
LUX,Luxembourg,Botswana,2022,0
LTU,Lithuania,Jamaica,2022,0.032862307
LTU,Lithuania,Algeria,2022,0.109541023
LTU,Lithuania,Colombia,2022,0.153357432
LUX,Luxembourg,Uzbekistan,2022,0
LUX,Luxembourg,Gambia,2022,0
LUX,Luxembourg,Palau,2022,0
LUX,Luxembourg,Kyrgyzstan,2022,0.025604916
LUX,Luxembourg,Viet Nam,2022,0.307258994
LUX,Luxembourg,Iraq,2022,0.128024581
LUX,Luxembourg,Moldova,2022,0.256049161
LUX,Luxembourg,Malawi,2022,0
LUX,Luxembourg,Cuba,2022,0.128024581
LUX,Luxembourg,Malaysia,2022,0.076814748
LUX,Luxembourg,C�te d'Ivoire,2022,0.153629497
LUX,Luxembourg,Estonia,2022,0.204839329
LUX,Luxembourg,Guinea,2022,0.358468826
LUX,Luxembourg,Samoa,2022,0
LUX,Luxembourg,Sint Maarten,2022,0
LUX,Luxembourg,Dominican Republic,2022,0.025604916
LUX,Luxembourg,France,2022,24.79836129
LUX,Luxembourg,Monaco,2022,0.025604916
LUX,Luxembourg,Lithuania,2022,0.230444245
LUX,Luxembourg,Suriname,2022,0
LUX,Luxembourg,South Sudan,2022,0
LUX,Luxembourg,Tanzania,2022,0.025604916
LUX,Luxembourg,Turks and Caicos Islands,2022,0
LUX,Luxembourg,Togo,2022,0.179234413
LUX,Luxembourg,Saint Vincent and the Grenadines,2022,0
LUX,Luxembourg,Sao Tome and Principe,2022,0
LUX,Luxembourg,Seychelles,2022,0
LUX,Luxembourg,Trinidad and Tobago,2022,0
LUX,Luxembourg,Senegal,2022,0.153629497
LUX,Luxembourg,Yemen,2022,0.076814748
LUX,Luxembourg,Sierra Leone,2022,0
LUX,Luxembourg,Europe unspecified,2022,0
LUX,Luxembourg,Finland,2022,0.230444245
LUX,Luxembourg,Uganda,2022,0.025604916
LUX,Luxembourg,Venezuela,2022,0.128024581
LUX,Luxembourg,Zimbabwe,2022,0.128024581
LUX,Luxembourg,Asia unspecified,2022,0
LUX,Luxembourg,Oceania unspecified,2022,0
LUX,Luxembourg,Sri Lanka,2022,0.128024581
LUX,Luxembourg,Asia,2022,14.36435796
LUX,Luxembourg,Egypt,2022,0.460888491
LUX,Luxembourg,Northern America unspecified,2022,0
LUX,Luxembourg,Djibouti,2022,0
LUX,Luxembourg,Eswatini,2022,0
LUX,Luxembourg,Guatemala,2022,0.025604916
LUX,Luxembourg,Solomon Islands,2022,0
LUX,Luxembourg,Slovak Republic,2022,0.409678658
LUX,Luxembourg,Gabon,2022,0.102419665
LUX,Luxembourg,El Salvador,2022,0.051209832
LUX,Luxembourg,Fiji,2022,0
LUX,Luxembourg,Lebanon,2022,0.409678658
LUX,Luxembourg,World,2022,100
