indicatorId,name,theme,lastDataUpdate,lastDataUpdateDescription,dataAvailability.totalRecordCount,dataAvailability.timeLine.min,dataAvailability.timeLine.max,dataAvailability.geoUnits.types,disaggregations,glossaryTerms
MENF.5T8,"Net flow of internationally mobile students (inbound - outbound), both sexes (UIS estimate) (number)",EDUCATION,2025-02-23,February 2025 Data Release,2425,1998,2022,NATIONAL,,3238
